pubdate	url	eml	dwca	title	icode	description	contact	orgname	email	emlrights	count	citation	networks	harvestid	id	associatedmedia	associatedoccurrences	associatedreferences	associatedsequences	associatedtaxa	basisofrecord	bed	behavior	catalognumber	collectioncode	collectionid	continent	coordinateprecision	coordinateuncertaintyinmeters	country	countrycode	county	datageneralizations	dateidentified	day	decimallatitude	decimallongitude	disposition	earliestageorloweststage	earliesteonorlowesteonothem	earliestepochorlowestseries	earliesteraorlowesterathem	earliestperiodorlowestsystem	enddayofyear	establishmentmeans	eventattributes	eventdate	eventid	eventremarks	eventtime	fieldnotes	fieldnumber	footprintspatialfit	footprintwkt	formation	geodeticdatum	geologicalcontextid	georeferenceprotocol	georeferenceremarks	georeferencesources	georeferenceverificationstatus	georeferencedby	group	habitat	highergeography	highergeographyid	highestbiostratigraphiczone	identificationattributes	identificationid	identificationqualifier	identificationreferences	identificationremarks	identifiedby	individualcount	individualid	informationwithheld	institutioncode	island	islandgroup	latestageorhigheststage	latesteonorhighesteonothem	latestepochorhighestseries	latesteraorhighesterathem	latestperiodorhighestsystem	lifestage	lithostratigraphicterms	locality	locationattributes	locationid	locationremarks	lowestbiostratigraphiczone	maximumdepthinmeters	maximumdistanceabovesurfaceinmeters	maximumelevationinmeters	measurementaccuracy	measurementdeterminedby	measurementdetermineddate	measurementid	measurementmethod	measurementremarks	measurementtype	measurementunit	measurementvalue	member	minimumdepthinmeters	minimumdistanceabovesurfaceinmeters	minimumelevationinmeters	month	occurrenceattributes	occurrencedetails	occurrenceid	occurrenceremarks	othercatalognumbers	pointradiusspatialfit	preparations	previousidentifications	recordnumber	recordedby	relatedresourceid	relationshipaccordingto	relationshipestablisheddate	relationshipofresource	relationshipremarks	reproductivecondition	resourceid	resourcerelationshipid	samplingprotocol	sex	startdayofyear	stateprovince	taxonattributes	typestatus	verbatimcoordinatesystem	verbatimcoordinates	verbatimdepth	verbatimelevation	verbatimeventdate	verbatimlatitude	verbatimlocality	verbatimlongitude	waterbody	year	footprintsrs	georeferenceddate	identificationverificationstatus	institutionid	locationaccordingto	municipality	occurrencestatus	ownerinstitutioncode	samplingeffort	verbatimsrs	locationaccordingto7	taxonid	taxonconceptid	datasetid	datasetname	source	modified	accessrights	rights	rightsholder	language	higherclassification	kingdom	phylum	classs	order	family	genus	subgenus	specificepithet	infraspecificepithet	scientificname	scientificnameid	vernacularname	taxonrank	verbatimtaxonrank	infraspecificmarker	scientificnameauthorship	nomenclaturalcode	namepublishedin	namepublishedinid	taxonomicstatus	nomenclaturalstatus	nameaccordingto	nameaccordingtoid	parentnameusageid	parentnameusage	originalnameusageid	originalnameusage	acceptednameusageid	acceptednameusage	taxonremarks	dynamicproperties	namepublishedinyear	season	dummy
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	dbc25afd-2d6c-4580-85ac-6bae6661bc71	067eb01d-e5c9-4260-bb6a-768e191e9a3e						Skin; Tissue			B36979	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB980																									CMC										Barangay Lantuyan; Hanglo; Dulangan River drainage; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							06/06/1992																												Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops		montanus		Zosterops montanus						Bonaparte, 1850																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	ecfa34cc-fa94-4e60-a345-8bee2b44d7cb	27e9f063-95ff-4d0a-a719-37bfe20f775a						Skin; Tissue			B36948	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB908																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/27/1992																												Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus		mindorensis		Otus mindorensis						(J. Whitehead, 1899)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	5b9c30a6-6fba-42fd-8639-eb15f470a975	f32583ad-3716-41d8-95f4-351f1a08faf4						Skin; Tissue			B36951	ORNI-T		Asia			Republic of the Philippines		Baco																			species name in field book disagrees with catalog and study skin	NMP/CMNHB923																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/28/1992																												Animalia	Chordata	Aves	Apodiformes	Apodidae	Aerodramus		vanikorensis		Aerodramus vanikorensis						(Quoy & Gaimard, 1830)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	f6d44a12-2b88-4c23-9d03-2559db4092d2	74af9bd4-0580-4218-a370-27a43744c63a						Skin; Tissue			B36953	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB912																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/27/1992																												Animalia	Chordata	Aves	Passeriformes	Turdidae	Brachypteryx		montana		Brachypteryx montana						Horsfield, 1821																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	93abfda4-f41d-4a7b-b361-66ee600d495d	1199beee-1a11-4a7f-98e9-928b1a5bfd72						Skin; Tissue			B36955	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB905																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/26/1992																												Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula		hyperythra		Ficedula hyperythra						(Blyth, 1843)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	a71da821-d466-4873-a6bd-65880cdb03e2	a112335e-01bd-47bb-af21-059833cd484b						Skin; Tissue			B36956	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB909																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/27/1992																												Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Ficedula		hyperythra		Ficedula hyperythra						(Blyth, 1843)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	ce77bcd0-f0b4-4bc5-b95d-c5e73bf7f75e	e32a5405-5e89-46ac-b3e3-647ec68aaf6a						Skin; Tissue			B36957	ORNI-T		Asia			Republic of the Philippines		Baco																				NMP/CMNHB934																									CMC										Barangay Lantuyan; Junction Dulangan River & 2nd unnamed creek; north ridge approach Mount Halcon																												Skin; Tissue			Kennedy, Robert												Province of Mindoro Oriental							05/30/1992																												Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus		poliocephalus		Turdus poliocephalus						Latham, 1802																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	905f2951-4267-461f-aad0-e0e4e0d1ba0a	4b83ac6e-eef1-4d65-9d93-26a28e5de9fc						Skin; Tissue			B37043	ORNI-T		Asia			Republic of the Philippines		Bago City				10.4250000000	123.1200000000														missing	RSK3982							GPS																		CMC										Barangay Ilijan; Sitio Guintubdan; 1.5 km N; 1.0 km W crater 2190 Mount Kanla-on																												Skin; Tissue			Kennedy, Robert												Province of Negros Occidental							02/08/1998																												Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops		montanus		Zosterops montanus						Bonaparte, 1850																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	1c0ec1c9-1d7a-4f07-8a27-f08d26d0b921	dfb1c27d-b71d-48bb-9841-193291cf0c01						Skin; Tissue			B38109	ORNI-T		Asia			Republic of the Philippines		Calinan				7.1850000000	125.4133333333															NMP/CMNHB1326							GPS																		CMC										Barangay Malagos; Philippine Eagle Foundation																												Skin; Tissue			Kennedy, Robert												Davao City							02/04/1993																												Animalia	Chordata	Aves	Passeriformes	Pittidae	Pitta		sordida		Pitta sordida						(Statius Muller, 1776)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	d8bdb31b-d7fb-4e6b-b514-7c5ee07cb678	f60a68a5-a99b-4c55-b070-a23bd988ec83						Skin; Tissue			B36786	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000														# on foil was b458, # on label was b438	NMP/CMNHB458							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Albay							04/06/1992																												Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus		poliocephalus		Turdus poliocephalus						Latham, 1802																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	af295270-35cb-4e6c-b808-7cedbd907898	13bd829a-8c9a-455e-8aaf-f62bf9c2f489						Skin; Tissue			B36752	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB573							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/10/1992																												Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter		virgatus		Accipiter virgatus																							unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	f17de566-492d-4df9-b4a8-3b11ee7d14c7	170095e6-355b-4e65-827f-9cd72b372227						Skin; Tissue			B36753	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB453							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/06/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Ptilinopus		occipitalis		Ptilinopus occipitalis						G. R. Gray, 1844																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	c4d0686a-e0cf-41d5-98fc-da85a69789e8	b04a00fc-faa2-4125-b517-5943cbeb3663						Skin; Tissue			B36754	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB462							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/06/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba		vitiensis		Columba vitiensis						Quoy & Gaimard, 1830																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	d7a12fb0-be00-4942-8574-021b3bc73164	96f39bc2-b51d-4f61-a9cd-075027f3c8ac						Skin; Tissue			B36755	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB419							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/05/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Macropygia		phasianella		Macropygia phasianella																							unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	0e8fec92-58e5-4ca5-8ac5-26b36bd9f944	6c192bd7-788a-406d-8336-8b2f53d0c183						Skin; Tissue			B36756	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB448							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/06/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Macropygia		phasianella		Macropygia phasianella																							unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	3324451d-c217-4ab8-86ea-d052c092aca6	71002ae8-f3df-4290-9121-724cb39582ae						Skin; Tissue			B36757	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB558							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/09/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Macropygia		phasianella		Macropygia phasianella																							unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	dde98b9b-4a8a-40d6-96a7-7010dee89e6d	63f46c00-4b3f-4adb-a14e-feb89e10f96c						Skin; Tissue			B36758	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB589							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/11/1992																												Animalia	Chordata	Aves	Columbiformes	Columbidae	Macropygia		phasianella		Macropygia phasianella																							unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	47745509-b9be-4a2d-b418-82d12cef5c73	5c5e16c0-0a5d-422c-9a51-4e437fd8b60d						Skin; Tissue			B36760	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB523							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/08/1992																												Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus		saturatus		Cuculus saturatus						Blyth, 1843																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	25d3564d-d72b-46bf-95bb-56c9d2edfd5a	4dda6f2e-600a-4bf1-bb1b-81b5a4543537						Skin; Tissue			B36761	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB424							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/05/1992																												Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cacomantis		variolosus		Cacomantis variolosus						(Vigors & Horsfield, 1827)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	6dffe10e-c301-4f1c-b4c6-9c95f9dc1002	90886657-eeb5-4fd2-af28-caa658794401						Skin; Tissue			B36762	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB537							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/08/1992																												Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cacomantis		variolosus		Cacomantis variolosus						(Vigors & Horsfield, 1827)																	unknown	;
Fri Jan 06 00:00:00 PST 2012	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_ornithology_grc	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_ornithology_grc	CMC_ornithology_GRC	CMC	Genomic resource collection (GRC) for ornithology at Cincinnati Museum Center's Museum of Natural History and Science. Collection consists primarily of vouchered frozen tissues kept at -80 degrees Celsius as well as blood samples from banded birds, isolated genomic DNA and other materials for use in molecular genetic and other biomolecular studies.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		1258		ORNIS	306ad495-879f-46bf-abc4-abd003fc1715	efbdbdc8-5f7d-4647-8faf-8d691f8d234f						Skin; Tissue			B36763	ORNI-T		Asia			Republic of the Philippines		Culasi				11.3833333333	122.1500000000															NMP/CMNHB572							GPS																		CMC										Barangay Alojipan; Hanqud Tubig; West face of Mount Madja-as																												Skin; Tissue			Kennedy, Robert												Province of Antique							04/10/1992																												Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cacomantis		variolosus		Cacomantis variolosus						(Vigors & Horsfield, 1827)																	unknown	;
